machine,limits,benchmark,lower_is_better,class,repetition,result
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int32",false,"cpu","2",38360.873168
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int16",false,"cpu","2",41939.966995
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int8",false,"cpu","2",38657.042857
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int128float",false,"cpu","2",3689.611084
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int128double",false,"cpu","2",2727.456366
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int128longdouble",false,"cpu","2",801.001127
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int128decimal32",false,"cpu","2",858.218645
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int128decimal64",false,"cpu","2",1047.008612
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int128decimal128",false,"cpu","2",214.608662
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int64float",false,"cpu","2",21706.371418
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int64double",false,"cpu","2",6907.686331
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int64longdouble",false,"cpu","2",969.231276
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int32float",false,"cpu","2",21703.376065
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int32double",false,"cpu","2",6986.385342
"clnode056.clemson.cloudlab.us","without","stressng-cpu-int32longdouble",false,"cpu","2",971.872218
"clnode056.clemson.cloudlab.us","without","stressng-cpu-jenkin",false,"cpu","2",26088.413062
"clnode056.clemson.cloudlab.us","without","stressng-cpu-jmp",false,"cpu","2",25880.341341
"clnode056.clemson.cloudlab.us","without","stressng-cpu-ln2",false,"cpu","2",19201.798169
"clnode056.clemson.cloudlab.us","without","stressng-cpu-longdouble",false,"cpu","2",989.344404
"clnode056.clemson.cloudlab.us","without","stressng-cpu-loop",false,"cpu","2",16806.162107
"clnode056.clemson.cloudlab.us","without","stressng-cpu-matrixprod",false,"cpu","2",148.750643
"clnode056.clemson.cloudlab.us","without","stressng-cpu-nsqrt",false,"cpu","2",102.866013
"clnode056.clemson.cloudlab.us","without","stressng-cpu-omega",false,"cpu","2",2512675.12519
"clnode056.clemson.cloudlab.us","without","stressng-cpu-parity",false,"cpu","2",3942.929025
"clnode056.clemson.cloudlab.us","without","stressng-cpu-phi",false,"cpu","2",8579855.66178
"clnode056.clemson.cloudlab.us","without","stressng-cpu-pi",false,"cpu","2",881204.613643
"clnode056.clemson.cloudlab.us","without","stressng-cpu-pjw",false,"cpu","2",33052.715842
"clnode056.clemson.cloudlab.us","without","stressng-cpu-prime",false,"cpu","2",8.676995
"clnode056.clemson.cloudlab.us","without","stressng-cpu-psi",false,"cpu","2",1277417.31661
"clnode056.clemson.cloudlab.us","without","stressng-cpu-queens",false,"cpu","2",59.155445
"clnode056.clemson.cloudlab.us","without","stressng-cpu-rand",false,"cpu","2",11377.743403
"clnode056.clemson.cloudlab.us","without","stressng-cpu-rand48",false,"cpu","2",3269.050664
"clnode056.clemson.cloudlab.us","without","stressng-cpu-rgb",false,"cpu","2",50205.119698
"clnode056.clemson.cloudlab.us","without","stressng-cpu-sdbm",false,"cpu","2",69489.536917
"clnode056.clemson.cloudlab.us","without","stressng-cpu-sieve",false,"cpu","2",15.596031
"clnode056.clemson.cloudlab.us","without","stressng-cpu-sqrt",false,"cpu","2",4327.953257
"clnode056.clemson.cloudlab.us","without","stressng-cpu-trig",false,"cpu","2",530.386254
"clnode056.clemson.cloudlab.us","without","stressng-cpu-union",false,"cpu","2",13226.952381
"clnode056.clemson.cloudlab.us","without","stressng-cpu-zeta",false,"cpu","2",472.803507
"clnode056.clemson.cloudlab.us","without","stressng-matrix-add",false,"matrix","2",148497.123119
"clnode056.clemson.cloudlab.us","without","stressng-matrix-div",false,"matrix","2",76106.912099
"clnode056.clemson.cloudlab.us","without","stressng-matrix-frobenius",false,"matrix","2",44611.988263
"clnode056.clemson.cloudlab.us","without","stressng-matrix-mult",false,"matrix","2",164121.237372
"clnode056.clemson.cloudlab.us","without","stressng-matrix-prod",false,"matrix","2",305.601253
"clnode056.clemson.cloudlab.us","without","stressng-matrix-sub",false,"matrix","2",147174.617569
"clnode056.clemson.cloudlab.us","without","stressng-matrix-hadamard",false,"matrix","2",153754.630517
"clnode056.clemson.cloudlab.us","without","stressng-matrix-trans",false,"matrix","2",45004.266313
"clnode056.clemson.cloudlab.us","without","stressng-string-index",false,"string","2",54431.612831
"clnode056.clemson.cloudlab.us","without","stressng-string-rindex",false,"string","2",33549.183187
"clnode056.clemson.cloudlab.us","without","stressng-string-strcasecmp",false,"string","2",18245.323925
"clnode056.clemson.cloudlab.us","without","stressng-string-strcat",false,"string","2",23501.614008
"clnode056.clemson.cloudlab.us","without","stressng-string-strchr",false,"string","2",49688.678885
"clnode056.clemson.cloudlab.us","without","stressng-string-strcoll",false,"string","2",20932.770869
"clnode056.clemson.cloudlab.us","without","stressng-string-strcmp",false,"string","2",28882.337185
"clnode056.clemson.cloudlab.us","without","stressng-string-strcpy",false,"string","2",80643.938395
"clnode056.clemson.cloudlab.us","without","stressng-string-strlen",false,"string","2",63518.402929
"clnode056.clemson.cloudlab.us","without","stressng-string-strncasecmp",false,"string","2",16513.124803
"clnode056.clemson.cloudlab.us","without","stressng-string-strncat",false,"string","2",21356.54939
"clnode056.clemson.cloudlab.us","without","stressng-string-strncmp",false,"string","2",24539.549146
"clnode056.clemson.cloudlab.us","without","stressng-string-strrchr",false,"string","2",28829.549489
"clnode056.clemson.cloudlab.us","without","stressng-string-strxfrm",false,"string","2",4394.526135
"clnode056.clemson.cloudlab.us","without","stressng-cpu-af-alg",false,"cpu","2",209949.580621
"clnode056.clemson.cloudlab.us","without","stressng-cpu-bsearch",false,"cpu","2",108.702429
"clnode056.clemson.cloudlab.us","without","stressng-cpu-cpu",false,"cpu","2",83.68805
"clnode056.clemson.cloudlab.us","without","stressng-cpu-crypt",false,"cpu","2",106.657147
"clnode056.clemson.cloudlab.us","without","stressng-cpu-hsearch",false,"cpu","2",2520.160945
"clnode056.clemson.cloudlab.us","without","stressng-cpu-longjmp",false,"cpu","2",68629.34506
"clnode056.clemson.cloudlab.us","without","stressng-cpu-lsearch",false,"cpu","2",4.700028
"clnode056.clemson.cloudlab.us","without","stressng-cpu-numa",false,"cpu","2",85.466353
"clnode056.clemson.cloudlab.us","without","stressng-cpu-qsort",false,"cpu","2",4.499995
"clnode056.clemson.cloudlab.us","without","stressng-cpu-rdrand",false,"cpu","2",269697.881137
"clnode056.clemson.cloudlab.us","without","stressng-cpu-str",false,"cpu","2",19906.335262
"clnode056.clemson.cloudlab.us","without","stressng-cpu-stream",false,"cpu","2",8.203673
"clnode056.clemson.cloudlab.us","without","stressng-cpu-tsc",false,"cpu","2",636102.498575
"clnode056.clemson.cloudlab.us","without","stressng-cpu-tsearch",false,"cpu","2",10.768353
"clnode056.clemson.cloudlab.us","without","stressng-cpu-vecmath",false,"cpu","2",19556.274601
"clnode056.clemson.cloudlab.us","without","stressng-cpu-wcs",false,"cpu","2",8096.652507
"clnode056.clemson.cloudlab.us","without","stressng-memory-lockbus",false,"memory","2",1280057.09189
"clnode056.clemson.cloudlab.us","without","stressng-memory-malloc",false,"memory","2",8173.17955
"clnode056.clemson.cloudlab.us","without","stressng-memory-matrix",false,"memory","2",2974.824682
"clnode056.clemson.cloudlab.us","without","stressng-memory-memcpy",false,"memory","2",1298.18536
"clnode056.clemson.cloudlab.us","without","stressng-memory-memfd",false,"memory","2",2898.620594
"clnode056.clemson.cloudlab.us","without","stressng-memory-mincore",false,"memory","2",35507.070051
"clnode056.clemson.cloudlab.us","without","stressng-memory-null",false,"memory","2",5751821.48029
"clnode056.clemson.cloudlab.us","without","stressng-memory-pipe",false,"memory","2",220054.068972
"clnode056.clemson.cloudlab.us","without","stressng-memory-str",false,"memory","2",20099.524595
"clnode056.clemson.cloudlab.us","without","stressng-memory-vm",false,"memory","2",7375.296461
"clnode056.clemson.cloudlab.us","without","stressng-memory-zero",false,"memory","2",2544740.39133
"clnode056.clemson.cloudlab.us","without","stressng-cpu-cache-cache","cpu-cache","2",50.500176
"clnode056.clemson.cloudlab.us","without","stressng-cpu-cache-icache","cpu-cache","2",4881.506401
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-ackermann",false,"cpu","rep-1",1.483596
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-bitops",false,"cpu","rep-1",1434.195144
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-callfunc",false,"cpu","rep-1",57757.373507
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-cdouble",false,"cpu","rep-1",3192.280211
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-cfloat",false,"cpu","rep-1",1806.126568
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-clongdouble",false,"cpu","rep-1",33.56579
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-correlate",false,"cpu","rep-1",28.318186
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-crc16",false,"cpu","rep-1",54.092691
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-decimal32",false,"cpu","rep-1",821.39532
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-decimal64",false,"cpu","rep-1",1083.892859
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-decimal128",false,"cpu","rep-1",175.466013
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-dither",false,"cpu","rep-1",26.550921
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-djb2a",false,"cpu","rep-1",50998.399996
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-double",false,"cpu","rep-1",5479.077531
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-euler",false,"cpu","rep-1",3828958.63348
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-explog",false,"cpu","rep-1",75.047331
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-fft",false,"cpu","rep-1",224.574803
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-fibonacci",false,"cpu","rep-1",6424555.2832
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-float",false,"cpu","rep-1",18598.239021
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-fnv1a",false,"cpu","rep-1",56083.445748
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-gamma",false,"cpu","rep-1",235.996084
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-gcd",false,"cpu","rep-1",1084.591648
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-gray",false,"cpu","rep-1",9549.123678
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-hamming",false,"cpu","rep-1",312.686648
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-hanoi",false,"cpu","rep-1",70.259628
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-hyperbolic",false,"cpu","rep-1",679.588577
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-idct",false,"cpu","rep-1",20026.916234
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int128",false,"cpu","rep-1",3312.86422
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int64",false,"cpu","rep-1",29383.993876
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int32",false,"cpu","rep-1",28636.051888
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int16",false,"cpu","rep-1",32416.622413
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int8",false,"cpu","rep-1",29710.036125
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int128float",false,"cpu","rep-1",3029.560273
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int128double",false,"cpu","rep-1",2184.771351
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int128longdouble",false,"cpu","rep-1",635.998287
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int128decimal32",false,"cpu","rep-1",707.289133
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int128decimal64",false,"cpu","rep-1",837.787856
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int128decimal128",false,"cpu","rep-1",170.270013
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int64float",false,"cpu","rep-1",15459.021377
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int64double",false,"cpu","rep-1",5198.866657
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int64longdouble",false,"cpu","rep-1",766.271719
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int32float",false,"cpu","rep-1",15505.306284
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int32double",false,"cpu","rep-1",5191.251406
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int32longdouble",false,"cpu","rep-1",767.868749
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-jenkin",false,"cpu","rep-1",15821.28114
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-jmp",false,"cpu","rep-1",21632.74745
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-ln2",false,"cpu","rep-1",12025.458132
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-longdouble",false,"cpu","rep-1",783.467255
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-loop",false,"cpu","rep-1",13686.923495
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-matrixprod",false,"cpu","rep-1",128.251134
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-nsqrt",false,"cpu","rep-1",87.720271
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-omega",false,"cpu","rep-1",2105614.37119
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-parity",false,"cpu","rep-1",3179.5
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-phi",false,"cpu","rep-1",5953227.54845
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-pi",false,"cpu","rep-1",697236.896368
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-pjw",false,"cpu","rep-1",22619.038289
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-prime",false,"cpu","rep-1",5.647489
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-psi",false,"cpu","rep-1",811280.279503
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-queens",false,"cpu","rep-1",45.756381
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-rand",false,"cpu","rep-1",9172.976162
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-rand48",false,"cpu","rep-1",2472.586677
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-rgb",false,"cpu","rep-1",41583.420954
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-sdbm",false,"cpu","rep-1",57959.405021
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-sieve",false,"cpu","rep-1",12.293981
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-sqrt",false,"cpu","rep-1",2608.473382
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-trig",false,"cpu","rep-1",417.667676
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-union",false,"cpu","rep-1",9922.403075
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-zeta",false,"cpu","rep-1",350.254046
"dwill.soe.ucsc.edu","quota-5465","stressng-matrix-add",false,"matrix","rep-1",127110.793964
"dwill.soe.ucsc.edu","quota-5465","stressng-matrix-div",false,"matrix","rep-1",31886.279824
"dwill.soe.ucsc.edu","quota-5465","stressng-matrix-frobenius",false,"matrix","rep-1",37330.211253
"dwill.soe.ucsc.edu","quota-5465","stressng-matrix-mult",false,"matrix","rep-1",135917.608307
"dwill.soe.ucsc.edu","quota-5465","stressng-matrix-prod",false,"matrix","rep-1",255.10059
"dwill.soe.ucsc.edu","quota-5465","stressng-matrix-sub",false,"matrix","rep-1",123679.045002
"dwill.soe.ucsc.edu","quota-5465","stressng-matrix-hadamard",false,"matrix","rep-1",126178.864734
"dwill.soe.ucsc.edu","quota-5465","stressng-matrix-trans",false,"matrix","rep-1",35605.29253
"dwill.soe.ucsc.edu","quota-5465","stressng-string-index",false,"string","rep-1",37660.079014
"dwill.soe.ucsc.edu","quota-5465","stressng-string-rindex",false,"string","rep-1",20733.037074
"dwill.soe.ucsc.edu","quota-5465","stressng-string-strcasecmp",false,"string","rep-1",14030.608363
"dwill.soe.ucsc.edu","quota-5465","stressng-string-strcat",false,"string","rep-1",17769.838977
"dwill.soe.ucsc.edu","quota-5465","stressng-string-strchr",false,"string","rep-1",37730.634184
"dwill.soe.ucsc.edu","quota-5465","stressng-string-strcoll",false,"string","rep-1",16685.24177
"dwill.soe.ucsc.edu","quota-5465","stressng-string-strcmp",false,"string","rep-1",23513.15662
"dwill.soe.ucsc.edu","quota-5465","stressng-string-strcpy",false,"string","rep-1",59306.42443
"dwill.soe.ucsc.edu","quota-5465","stressng-string-strlen",false,"string","rep-1",46965.926918
"dwill.soe.ucsc.edu","quota-5465","stressng-string-strncasecmp",false,"string","rep-1",12877.485877
"dwill.soe.ucsc.edu","quota-5465","stressng-string-strncat",false,"string","rep-1",17064.120342
"dwill.soe.ucsc.edu","quota-5465","stressng-string-strncmp",false,"string","rep-1",19755.137209
"dwill.soe.ucsc.edu","quota-5465","stressng-string-strrchr",false,"string","rep-1",20744.014343
"dwill.soe.ucsc.edu","quota-5465","stressng-string-strxfrm",false,"string","rep-1",3762.659721
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-af-alg",false,"cpu","rep-1",148731.844763
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-bsearch",false,"cpu","rep-1",87.129479
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-cpu",false,"cpu","rep-1",66.821071
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-crypt",false,"cpu","rep-1",68.177052
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-hsearch",false,"cpu","rep-1",1977.17376
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-longjmp",false,"cpu","rep-1",57350.011936
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-lsearch",false,"cpu","rep-1",3.900017
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-qsort",false,"cpu","rep-1",3.699999
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-str",false,"cpu","rep-1",15896.550786
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-stream",false,"cpu","rep-1",26.442474
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-tsc",false,"cpu","rep-1",512756.361637
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-tsearch",false,"cpu","rep-1",9.687001
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-vecmath",false,"cpu","rep-1",13744.235718
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-wcs",false,"cpu","rep-1",6400.705799
"dwill.soe.ucsc.edu","quota-5465","stressng-memory-context",false,"memory","rep-1",3472.708362
"dwill.soe.ucsc.edu","quota-5465","stressng-memory-lockbus",false,"memory","rep-1",1055738.4855
"dwill.soe.ucsc.edu","quota-5465","stressng-memory-malloc",false,"memory","rep-1",341587.536582
"dwill.soe.ucsc.edu","quota-5465","stressng-memory-matrix",false,"memory","rep-1",2463.810808
"dwill.soe.ucsc.edu","quota-5465","stressng-memory-memcpy",false,"memory","rep-1",1052.168242
"dwill.soe.ucsc.edu","quota-5465","stressng-memory-mincore",false,"memory","rep-1",26437.543375
"dwill.soe.ucsc.edu","quota-5465","stressng-memory-null",false,"memory","rep-1",4475578.05227
"dwill.soe.ucsc.edu","quota-5465","stressng-memory-pipe",false,"memory","rep-1",176608.649429
"dwill.soe.ucsc.edu","quota-5465","stressng-memory-str",false,"memory","rep-1",16410.714705
"dwill.soe.ucsc.edu","quota-5465","stressng-memory-zero",false,"memory","rep-1",1953312.41422
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-cache-cache","cpu-cache","rep-1",44.000092
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-cache-icache","cpu-cache","rep-1",4253.394118
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-ackermann",false,"cpu","rep-2",1.482604
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-bitops",false,"cpu","rep-2",1433.498291
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-callfunc",false,"cpu","rep-2",58202.437289
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-cdouble",false,"cpu","rep-2",3192.395205
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-cfloat",false,"cpu","rep-2",1806.244515
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-clongdouble",false,"cpu","rep-2",33.565934
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-correlate",false,"cpu","rep-2",28.318619
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-crc16",false,"cpu","rep-2",54.095294
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-decimal32",false,"cpu","rep-2",696.293949
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-decimal64",false,"cpu","rep-2",888.473077
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-decimal128",false,"cpu","rep-2",142.698901
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-dither",false,"cpu","rep-2",21.858938
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-djb2a",false,"cpu","rep-2",50953.706905
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-double",false,"cpu","rep-2",5482.302222
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-euler",false,"cpu","rep-2",3934761.40076
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-explog",false,"cpu","rep-2",77.295625
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-fft",false,"cpu","rep-2",231.584363
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-fibonacci",false,"cpu","rep-2",6605270.08834
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-float",false,"cpu","rep-2",19145.3
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-fnv1a",false,"cpu","rep-2",57716.921095
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-gamma",false,"cpu","rep-2",242.871974
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-gcd",false,"cpu","rep-2",1116.370429
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-gray",false,"cpu","rep-2",9819.134398
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-hamming",false,"cpu","rep-2",321.781465
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-hanoi",false,"cpu","rep-2",71.458118
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-hyperbolic",false,"cpu","rep-2",685.664264
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-idct",false,"cpu","rep-2",19730.041395
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int128",false,"cpu","rep-2",3313.074486
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int64",false,"cpu","rep-2",29381.267248
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int32",false,"cpu","rep-2",28636.011607
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int16",false,"cpu","rep-2",32414.441732
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int8",false,"cpu","rep-2",29712.636129
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int128float",false,"cpu","rep-2",3014.888859
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int128double",false,"cpu","rep-2",2191.06756
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int128longdouble",false,"cpu","rep-2",636.183968
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int128decimal32",false,"cpu","rep-2",705.652792
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int128decimal64",false,"cpu","rep-2",841.402187
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int128decimal128",false,"cpu","rep-2",169.168907
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int64float",false,"cpu","rep-2",15459.529118
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int64double",false,"cpu","rep-2",5193.044743
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int64longdouble",false,"cpu","rep-2",767.66032
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int32float",false,"cpu","rep-2",15504.730682
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int32double",false,"cpu","rep-2",5205.686968
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-int32longdouble",false,"cpu","rep-2",766.765723
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-jenkin",false,"cpu","rep-2",15820.633193
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-jmp",false,"cpu","rep-2",21631.645385
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-ln2",false,"cpu","rep-2",12033.980777
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-longdouble",false,"cpu","rep-2",783.751173
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-loop",false,"cpu","rep-2",14069.197425
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-matrixprod",false,"cpu","rep-2",132.880028
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-nsqrt",false,"cpu","rep-2",88.414591
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-omega",false,"cpu","rep-2",2105703.57141
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-parity",false,"cpu","rep-2",3181.394008
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-phi",false,"cpu","rep-2",5955447.17679
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-pi",false,"cpu","rep-2",695249.741572
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-pjw",false,"cpu","rep-2",22623.724812
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-prime",false,"cpu","rep-2",5.642822
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-psi",false,"cpu","rep-2",811358.034428
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-queens",false,"cpu","rep-2",45.746719
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-rand",false,"cpu","rep-2",9173.783596
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-rand48",false,"cpu","rep-2",2473.667799
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-rgb",false,"cpu","rep-2",41476.775155
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-sdbm",false,"cpu","rep-2",57895.12837
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-sieve",false,"cpu","rep-2",12.28744
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-sqrt",false,"cpu","rep-2",2608.163747
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-trig",false,"cpu","rep-2",418.095632
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-union",false,"cpu","rep-2",9921.776108
"dwill.soe.ucsc.edu","quota-5465","stressng-cpu-zeta",false,"cpu","rep-2",350.256108
"dwill.soe.ucsc.edu","quota-5465","stressng-matrix-add",false,"matrix","rep-2",129715.102044
"dwill.soe.ucsc.edu","quota-5465","stressng-matrix-div",false,"matrix","rep-2",31885.453975
"dwill.soe.ucsc.edu","quota-5465","stressng-matrix-frobenius",false,"matrix","rep-2",37328.35966
"dwill.soe.ucsc.edu","quota-5465","stressng-matrix-mult",false,"matrix","rep-2",135728.68864
"dwill.soe.ucsc.edu","quota-5465","stressng-matrix-prod",false,"matrix","rep-2",254.700844
"dwill.soe.ucsc.edu","quota-5465","stressng-matrix-sub",false,"matrix","rep-2",125442.112727
